chrom	hg19_start	hg19_end	name	disease_trait	disease_class	internally_replicated	independently_replicated	In_DHS	fetal_origin	-LOG(P)	sample_size
chr6	51666630	51666631	rs10498792	Prostate_cancer	Cancer	N	N	Y	Y	5.52288	1345
chr6	53123117	53123118	rs735860	Glaucoma	Miscellaneous	N	N	Y	Y	5.39794	660
chr6	53924696	53924697	rs9296736	Gamma_glutamyl_transferase	Serum_metabolites	N	N	Y	Y	8.52288	61089
chr6	54265395	54265396	rs16885294	Radiation_response	Miscellaneous	N	N	N	NA	6.39794	277
chr6	55148102	55148103	rs9367630	HIV_progression	Viral_disease	N	N	Y	Y	7	2362
chr6	58308954	58308955	rs9500256	Eosinophilic_esophagitis_pediatric	Autoimmune_disease	Y	N	N	NA	5.30103	2155
chr6	62697745	62697746	rs6455128	Aspartate_aminotransferase	Serum_metabolites	N	N	N	NA	6.52288	1200
chr6	63160146	63160147	rs682238	Serum_calcium	Serum_metabolites	N	N	N	NA	5.52288	20611
chr6	66565352	66565353	rs9354308	Serotonin	Serum_metabolites	N	N	N	NA	6.52288	284
chr6	67649215	67649216	rs11970254	Brain_structure	Quantitative_traits	N	N	N	NA	6.22185	740
chr6	69337786	69337787	rs2585617	Serum_polyunsaturated_fatty_acids	Serum_metabolites	N	N	N	NA	6.22185	8866
chr6	70074231	70074232	rs3757057	Response_to_statin_therapy-Triglyceride_sum	Drug_metabolism	N	N	Y	Y	5.39794	3928
chr6	71776970	71776971	rs11968814	F-cell_distribution	Hematological_parameters	N	N	N	NA	6.04576	440
chr6	72139571	72139572	rs1727638	Alzheimers-AB1-42	Aging	N	N	Y	Y	6	818
chr6	72482457	72482458	rs10455248	Trails_A	Neurological_behavioral	N	N	N	NA	5.39794	1086
chr6	80257280	80257281	rs3747767	Hoarding	Neurological_behavioral	N	N	N	NA	6.1549	3304
chr6	80564835	80564836	rs346291	Partial_epilepsies	Neurological_behavioral	N	N	N	NA	6.52288	10380
chr6	82515314	82515315	rs16893526	Coronary_heart_disease	Cardiovascular	Y	N	N	NA	5.30103	5031
chr6	86691939	86691940	rs1577917	Response_to_antipsychotic_therapy-Digital_Span_Forward	Drug_metabolism	N	N	N	NA	5.52288	738
chr6	87466491	87466492	rs493187	Biplolar_disorder_and_schizophrenia	Neurological_behavioral	N	N	Y	Y	5.52288	4234
chr6	87867062	87867063	rs1925690	Alzheimers_Entorhinal_cortical_thickness	Aging	N	N	Y	Y	7.52288	954
chr6	88652579	88652580	rs2509458	Diastolic_blood_pressure	Cardiovascular	N	N	Y	Y	5.1549	1327
chr6	88717765	88717766	rs366676	Echocardiographic_traits-LVFS	Cardiovascular	N	N	Y	N	5.69897	1238
chr6	88975976	88975977	rs16880441	Conduct_disorder_interaction	Neurological_behavioral	N	N	Y	Y	5.04576	2727
chr6	89112816	89112817	rs10485165	VitaminD-25OH	Serum_metabolites	N	N	Y	Y	6	1012
chr6	89293744	89293745	rs12527253	Response_to_statin_therapy-NS	Drug_metabolism	N	N	N	NA	6	3928
chr6	89732100	89732101	rs12201676	Biplolar_disorder_and_schizophrenia	Neurological_behavioral	N	N	Y	Y	7.39794	4234
chr6	90310965	90310966	rs6454764	Van_Wildebrand_factor_antibodies	Serum_metabolites	N	N	Y	Y	5.30103	1624
chr6	90921739	90921740	rs370409	Graves_disease	Autoimmune_disease	Y	N	N	NA	5.69897	2958
chr6	90926611	90926612	rs10806425	Celiac_disease	Autoimmune_disease	Y	N	Y	Y	9.39794	15283
chr6	90957462	90957463	rs3757247	Type_1_diabetes	Diabetes	Y	N	N	NA	6	3158
chr6	90958230	90958231	rs11755527	Type_1_diabetes	Diabetes	Y	Y	N	NA	11.301	8207
chr6	90958230	90958231	rs11755527	Type_1_diabetes_autoantibodies	Diabetes	Y	N	N	NA	7.52288	12501
chr6	90973158	90973159	rs1847472	Crohns_disease	Autoimmune_disease	Y	N	Y	Y	8.30103	21389
chr6	90996768	90996769	rs12212193	Multiple_sclerosis	Autoimmune_disease	Y	N	Y	Y	7.39794	26621
chr6	91207350	91207351	rs806276	ADHD	Neurological_behavioral	N	N	Y	Y	6.52288	2790
chr6	91417751	91417752	rs713155	Brain_structure	Quantitative_traits	N	N	Y	Y	6.30103	740
chr6	93615449	93615450	rs2506933	Animals	Neurological_behavioral	N	N	N	NA	5.22185	1086
chr6	93847883	93847884	rs594442	Dialysis-related_mortality	Miscellaneous	N	N	N	NA	6	612
chr6	93852251	93852252	rs1408282	C-reactive_protein	Serum_metabolites	N	N	N	NA	6	1709
chr6	93911118	93911119	rs12527818	Response_to_hepatitis_C_treatment	Viral_disease	N	N	Y	Y	5.1549	707
chr6	98739773	98739774	rs6909430	Thyroid_stimulating_hormone	Serum_metabolites	N	N	N	NA	5.09691	2906
chr6	98919263	98919264	rs9491640	Brain_imaging_in_schizophrenia_interaction	Neurological_behavioral	N	N	N	NA	5.04576	138
chr6	99011500	99011501	rs2086512	Cytomegalovirus_antibody_response	Viral_disease	N	N	N	NA	5.04576	2133
chr6	99672013	99672014	rs2132683	Brain_structure	Quantitative_traits	N	N	N	NA	6	740
chr6	100208437	100208438	rs4840086	Age_at_menarche	Aging	Y	N	N	NA	7.69897	87802
chr6	100756686	100756687	rs2841307	Biplolar_disorder_and_schizophrenia	Neurological_behavioral	N	N	N	NA	6	4234
chr6	102355866	102355867	rs12207601	Fibrinogen	Serum_metabolites	N	N	N	NA	5.69897	898
chr6	104432164	104432165	rs4520040	Cardiac_hypertrophy	Cardiovascular	N	N	Y	N	5.52288	851
chr6	104593866	104593867	rs9377619	Biplolar_disorder_and_schizophrenia	Neurological_behavioral	N	N	N	NA	5.69897	4234
chr6	105232232	105232233	rs9322817	Thyroid_stimulating_hormone	Serum_metabolites	N	N	N	NA	5.1549	1010
chr6	105378953	105378954	rs7759938	Age_at_menarche	Aging	Y	Y	Y	Y	59.301	87802
chr6	105400836	105400837	rs314280	Age_at_menarche	Aging	Y	N	Y	Y	13.699	15297
chr6	105407661	105407662	rs314277	Digit_length_ratio	Quantitative_traits	Y	N	Y	Y	5.69897	2889
chr6	105407661	105407662	rs314277	Height	Quantitative_traits	Y	N	Y	Y	8	15821
chr6	105407661	105407662	rs314277	Age_at_menarche	Aging	N	N	Y	Y	12.5229	17438
chr6	105407998	105407999	rs314276	Age_at_menarche	Aging	Y	N	N	NA	15.3979	4714
chr6	105417977	105417978	rs314268	Height	Quantitative_traits	Y	N	Y	Y	6.09691	30968
chr6	105612219	105612220	rs11962089	Multiple_sclerosis	Autoimmune_disease	N	N	Y	Y	5.09691	1470
chr6	106094056	106094057	rs9386463	Primary_tooth_development_time_to_first_tooth_eruption	Quantitative_traits	N	N	Y	Y	6.22185	5919
chr6	106435268	106435269	rs7746082	Crohns_disease	Autoimmune_disease	Y	N	Y	Y	9.69897	8059
chr6	106522026	106522027	rs6911490	Ulcerative_colitis	Autoimmune_disease	Y	N	N	NA	8	26405
chr6	106568033	106568034	rs548234	Systemic_lupus_erythematosus	Autoimmune_disease	Y	N	Y	Y	11.301	2252
chr6	106899225	106899226	rs1417352	Atrial_natriuretic_peptide	Serum_metabolites	N	N	Y	Y	5.69897	1012
chr6	108323758	108323759	rs17069122	Biplolar_disorder_and_schizophrenia	Neurological_behavioral	N	N	Y	Y	6	4234
chr6	108916572	108916573	rs9480865	Normalized_brain_volume	Quantitative_traits	N	N	N	NA	5.1549	1636
chr6	108988183	108988184	rs2153960	IGF-1	Serum_metabolites	N	N	Y	Y	6.30103	10280
chr6	109268049	109268050	rs2798641	FEV1/FVC	Kidney_lung_liver	Y	Y	Y	Y	8.09691	48201
chr6	109598963	109598964	rs13210693	Ankylosing_spondylitis	Autoimmune_disease	Y	N	N	NA	6.04576	6068
chr6	109616419	109616420	rs9374080	Mean_corpuscular_volume	Hematological_parameters	Y	N	Y	Y	9.39794	24167
chr6	109634827	109634828	rs11966072	Mean_corpuscular_hemoglobin	Hematological_parameters	N	N	N	NA	8	14700
chr6	109634827	109634828	rs11966072	Red_blood_cell_count	Hematological_parameters	N	N	N	NA	8.1549	14700
chr6	109742014	109742015	rs9487094	Height	Quantitative_traits	Y	N	Y	Y	5.39794	30968
chr6	110007646	110007647	rs9400317	Response_to_hepatitis_C_treatment	Drug_metabolism	N	N	Y	N	5.1549	1137
chr6	110090048	110090049	rs4947019	Mean_corpuscular_volume	Hematological_parameters	Y	N	Y	Y	5.09691	4627
chr6	111673713	111673714	rs240993	Psoriasis	Autoimmune_disease	Y	N	N	NA	19.301	7353
chr6	114591985	114591986	rs9488363	Optic_disc_size_rim	Quantitative_traits	N	N	Y	Y	5.69897	2216
chr6	116387133	116387134	rs1999930	Age-related_macular_degeneration	Aging	Y	N	N	NA	8	6728
chr6	117210051	117210052	rs339331	Prostate_cancer	Cancer	Y	N	Y	Y	11.699	4969
chr6	118574060	118574061	rs281868	RR_interval	Cardiovascular	N	N	N	NA	9.39794	38991
chr6	118578042	118578043	rs89107	Cardiac_structure-LV_internal_diastolic_dimension	Cardiovascular	Y	N	Y	Y	9	12612
chr6	118653203	118653204	rs12210810	QT_interval	Cardiovascular	Y	N	N	NA	16.699	15842
chr6	118667521	118667522	rs11153730	QRS_duration	Cardiovascular	Y	N	N	NA	18	40407
chr6	118667521	118667522	rs11153730	QT_interval	Cardiovascular	Y	N	N	NA	28.699	3558
chr6	118680373	118680374	rs11970286	QT_interval	Cardiovascular	Y	Y	Y	Y	23.699	15842
chr6	118807846	118807847	rs25422	Renal_cell_carcinoma	Cancer	Y	N	Y	Y	5.30103	2410
chr6	118993631	118993632	rs11756438	QT_interval	Cardiovascular	Y	N	N	NA	21.301	13685
chr6	121098456	121098457	rs2817937	Primary_tooth_development_number_of_teeth	Quantitative_traits	N	N	N	NA	5.52288	5752
chr6	121100136	121100137	rs2789066	HIV_progression	Viral_disease	N	N	N	NA	5.04576	515
chr6	121339178	121339179	rs1343075	Immediate_Story_Recall	Neurological_behavioral	N	N	N	NA	5.69897	1086
chr6	121748541	121748542	rs11154022	RR_interval	Cardiovascular	N	N	N	NA	7.1549	38991
chr6	121902868	121902869	rs4541776	Gamma_glutamyl_transferase	Serum_metabolites	N	N	Y	Y	5.69897	1200
chr6	122146033	122146034	rs9398652	RR_interval	Cardiovascular	N	N	N	NA	14.3979	38991
chr6	122158269	122158270	rs12110693	RR_interval	Cardiovascular	Y	N	N	NA	8.69897	8842
chr6	124691236	124691237	rs9491140	Neuroticism	Neurological_behavioral	N	N	Y	Y	6.52288	2235
chr6	126698718	126698719	rs9388489	Type_1_diabetes	Diabetes	Y	N	N	NA	12.3979	16559
chr6	126767599	126767600	rs1361108	Height	Quantitative_traits	Y	N	Y	Y	5.04576	20427
chr6	126767599	126767600	rs1361108	Age_at_menarche	Aging	Y	N	Y	Y	7.69897	87802
chr6	126835654	126835655	rs1490388	Height	Quantitative_traits	Y	N	N	NA	6.22185	30968
chr6	126966307	126966308	rs4549631	Height	Quantitative_traits	Y	N	N	NA	12.301	13665
chr6	127167071	127167072	rs13204965	Bone_mineral_density-femoral_neck	Radiographic_parameters	Y	N	N	NA	7.52288	1955
chr6	127391843	127391844	rs972275	Ferritin	Serum_metabolites	N	N	N	NA	5.69897	411
chr6	127452638	127452639	rs9491696	Waist-hip_ratio	Quantitative_traits	Y	Y	Y	Y	31.699	77167
chr6	127493610	127493611	rs6569474	Urea_nitrogen-blood	Serum_metabolites	Y	N	Y	Y	8	12545
chr6	127600629	127600630	rs2180341	Breast_cancer	Cancer	Y	N	N	NA	7.52288	548
chr6	128278797	128278798	rs802734	Celiac_disease	Autoimmune_disease	Y	N	Y	Y	13.5229	15283
chr6	128278797	128278798	rs802734	Multiple_sclerosis	Autoimmune_disease	Y	N	Y	Y	8.22185	26621
chr6	128492181	128492182	rs10499138	Hearing_impairment	Neurological_behavioral	N	N	Y	Y	5.69897	347
chr6	129861391	129861392	rs2275215	BMI	Quantitative_traits	N	N	N	NA	6.39794	11536
chr6	130216509	130216510	rs9375674	Renal_sinus_fat	Quantitative_traits	N	N	Y	Y	5.22185	2809
chr6	130349118	130349119	rs6569648	Height	Quantitative_traits	Y	N	Y	Y	21	133653
chr6	130358427	130358428	rs6899976	Height	Quantitative_traits	Y	N	Y	Y	5.22185	30968
chr6	131809919	131809920	rs2807278	Waist-hip_ratio	Quantitative_traits	Y	N	Y	N	6.52288	1060
chr6	133146795	133146796	rs7769051	Diabetic_nephropathy	Diabetes	Y	N	N	NA	5.69897	1994
chr6	133860344	133860345	rs9402515	Alpha-2-macroglobulin	Serum_metabolites	N	N	N	NA	6	1200
chr6	134214524	134214525	rs12190287	Coronary_heart_disease	Cardiovascular	Y	N	Y	Y	12	86995
chr6	134773553	134773554	rs9321453	Serum_urate	Serum_metabolites	Y	N	N	NA	9	8651
chr6	134898455	134898456	rs228437	Melanoma	Cancer	Y	N	Y	Y	7	10422
chr6	135138989	135138990	rs2049953	NAFLDH	Kidney_lung_liver	N	N	Y	Y	5.39794	236
chr6	135418634	135418635	rs7775698	Mean_corpuscular_hemoglobin	Hematological_parameters	Y	Y	Y	N	65.5229	14700
chr6	135418634	135418635	rs7775698	Mean_corpuscular_volume	Hematological_parameters	Y	Y	Y	N	55.5229	14700
chr6	135418634	135418635	rs7775698	Red_blood_cell_traits	Hematological_parameters	N	N	Y	N	14	3012
chr6	135418915	135418916	rs7776054	Mean_corpuscular_hemoglobin	Hematological_parameters	Y	N	Y	Y	68.1549	24167
chr6	135419017	135419018	rs9399137	F-cell_distribution	Hematological_parameters	Y	N	Y	Y	35.5229	179
chr6	135419017	135419018	rs9399137	Platelet_count	Hematological_parameters	Y	Y	Y	Y	9	6015
chr6	135423208	135423209	rs9373124	Mean_corpuscular_hemoglobin	Hematological_parameters	Y	N	Y	Y	13.1549	24167
chr6	135423208	135423209	rs9373124	Plasma_eosinophil_count	Hematological_parameters	Y	N	Y	Y	10	8794
chr6	135426572	135426573	rs4895441	Mean_corpuscular_volume	Hematological_parameters	Y	N	Y	N	85.1549	24167
chr6	135426572	135426573	rs4895441	WBC_count	Hematological_parameters	N	N	Y	N	8.69897	14700
chr6	135427143	135427144	rs9376092	Beta_thalassemia/hemoglobin_E_disease	Cardiovascular	Y	N	Y	N	10.699	618
chr6	135427816	135427817	rs9402686	Mean_corpuscular_volume	Hematological_parameters	Y	N	Y	Y	41.1549	4627
chr6	135432551	135432552	rs9494145	Mean_corpuscular_volume	Hematological_parameters	N	N	N	NA	14.5229	3012
chr6	135435500	135435501	rs9483788	Hematocrit	Hematological_parameters	Y	Y	Y	N	47	24167
chr6	135452151	135452152	rs6569992	Mean_corpuscular_hemoglobin	Hematological_parameters	N	N	N	NA	8	3012
chr6	135452151	135452152	rs6569992	Mean_corpuscular_volume	Hematological_parameters	N	N	N	NA	7.52288	3012
chr6	135452151	135452152	rs6569992	Red_blood_cell_count	Hematological_parameters	N	N	N	NA	8.22185	3012
chr6	135494874	135494875	rs9321490	Multiple_sclerosis	Autoimmune_disease	Y	N	Y	Y	5.69897	26621
chr6	135739354	135739355	rs11154801	Multiple_sclerosis	Autoimmune_disease	Y	N	Y	Y	13	26621
chr6	136133658	136133659	rs947583	Serum_phosphorus	Serum_metabolites	Y	N	Y	Y	11.5229	16264
chr6	137452907	137452908	rs17066096	Multiple_sclerosis	Autoimmune_disease	Y	N	N	NA	12.2218	26621
chr6	137973067	137973068	rs2327832	Celiac_disease	Autoimmune_disease	Y	N	Y	Y	18.3979	15283
chr6	138002636	138002637	rs10499194	Rheumatoid_arthritis	Autoimmune_disease	Y	N	Y	Y	9	1608
chr6	138006503	138006504	rs6920220	Rheumatoid_arthritis	Autoimmune_disease	Y	Y	N	NA	12.0458	25708
chr6	138006503	138006504	rs6920220	Ulcerative_colitis	Autoimmune_disease	Y	N	N	NA	16.0969	26405
chr6	138195722	138195723	rs5029939	Systemic_lupus_erythematosus	Autoimmune_disease	Y	N	Y	Y	11.5229	2586
chr6	138199416	138199417	rs610604	Psoriasis	Autoimmune_disease	Y	Y	Y	Y	11.0458	2759
chr6	139838418	139838419	rs628751	Mean_corpuscular_hemoglobin	Hematological_parameters	Y	N	N	NA	17	24167
chr6	139839422	139839423	rs643381	Mean_corpuscular_volume	Hematological_parameters	Y	N	Y	Y	24.301	24167
chr6	140273646	140273647	rs642858	Type_2_diabetes	Diabetes	N	N	N	NA	5.69897	8135
chr6	141169824	141169825	rs11155133	Acute_lymphoblastic_leukemia_childhood	Cancer	N	N	Y	Y	6.52288	18275
chr6	142548098	142548099	rs225717	Retinal_vascular_caliber	Cardiovascular	Y	N	Y	Y	16	15358
chr6	142679571	142679572	rs6570507	Height	Quantitative_traits	Y	Y	Y	Y	10.3979	12611
chr6	142703876	142703877	rs4896582	Height	Quantitative_traits	Y	N	N	NA	17.699	15821
chr6	142750515	142750516	rs3817928	FEV1/FVC	Kidney_lung_liver	Y	N	Y	Y	9	20890
chr6	142767632	142767633	rs3748069	Height	Quantitative_traits	Y	N	Y	Y	13.301	30968
chr6	142822216	142822217	rs9496398	Neutrophil_count	Hematological_parameters	N	N	Y	Y	5.39794	115
chr6	146918949	146918950	rs2275606	Leprosy	Parasitic_bacterial_disease	Y	N	N	NA	13.3979	6287
chr6	147701132	147701133	rs9373523	Tuberculosis	Parasitic_bacterial_disease	Y	N	N	NA	6	5359
chr6	148423370	148423371	rs9390537	Alzheimers_disease	Aging	N	N	Y	Y	5.09691	699
chr6	148547801	148547802	rs9497975	HIV_progression	Viral_disease	N	N	Y	Y	7.1549	2362
chr6	148704953	148704954	rs6930576	Diabetic_nephropathy	Diabetes	Y	N	Y	Y	6.1549	1994
chr6	148788005	148788006	rs6930337	insulin	Serum_metabolites	N	N	Y	Y	6	1200
chr6	149329266	149329267	rs2500535	Response_to_antidepressants-nortryptyline	Drug_metabolism	Y	Y	Y	Y	7.39794	706
chr6	149435110	149435111	rs7772697	Diabetic_retinopathy	Diabetes	N	N	Y	Y	5.52288	2829
chr6	149525605	149525606	rs636864	Red_blood_cell_count	Hematological_parameters	N	N	N	NA	5.22185	1000
chr6	149593919	149593920	rs727979	Red_blood_cell_count	Hematological_parameters	N	N	N	NA	5.09691	1000
chr6	150298841	150298842	rs1853665	Radiation_response	Miscellaneous	N	N	Y	Y	5.1549	277
chr6	150358011	150358012	rs9479482	Alopecia_areata	Miscellaneous	N	N	Y	Y	18.3979	4332
chr6	150570866	150570867	rs3734729	FEV1/FVC	Kidney_lung_liver	N	N	Y	Y	5.39794	48201
chr6	150651899	150651900	rs1591830	Phosphorus-serum	Serum_metabolites	N	N	N	NA	7	284
chr6	150913960	150913961	rs9372078	Panic_disorder	Neurological_behavioral	N	N	Y	Y	6.30103	400
chr6	151207077	151207078	rs11754661	Alzheimers_disease	Aging	Y	N	N	NA	9.69897	2035
chr6	151252984	151252985	rs6922269	Coronary_heart_disease	Cardiovascular	Y	N	Y	Y	7.52288	4864
chr6	151901408	151901409	rs4870044	Bone_mineral_density-hip	Radiographic_parameters	Y	N	Y	N	10.699	5861
chr6	151901408	151901409	rs4870044	Bone_mineral_density-spine	Radiographic_parameters	Y	N	Y	N	6.69897	5861
chr6	151907747	151907748	rs4869742	Chronic_myeloid_leukemia	Cancer	Y	N	N	NA	5.69897	698
chr6	151914112	151914113	rs3757318	Breast_cancer	Cancer	Y	N	Y	Y	5.52288	8556
chr6	151933174	151933175	rs1038304	Bone_mineral_density-hip	Radiographic_parameters	Y	Y	Y	N	10.3979	5861
chr6	151933174	151933175	rs1038304	Bone_mineral_density-spine	Radiographic_parameters	Y	N	Y	N	8.30103	5861
chr6	151939349	151939350	rs3734805	Breast_cancer	Cancer	Y	N	N	NA	7	6346
chr6	151948365	151948366	rs2046210	Breast_cancer	Cancer	Y	N	N	NA	14.699	3027
chr6	152009637	152009638	rs2941740	Bone_mineral_density-hip	Radiographic_parameters	N	N	N	NA	9.69897	19195
chr6	152068363	152068364	rs1999805	Bone_mineral_density-spine	Radiographic_parameters	Y	N	Y	N	7.69897	5861
chr6	152090706	152090707	rs2504063	Bone_mineral_density-spine	Radiographic_parameters	N	N	N	NA	10.2218	19195
chr6	152110942	152110943	rs543650	Height	Quantitative_traits	Y	N	N	NA	17	133653
chr6	152157880	152157881	rs6902771	Alcohol_dependence	Neurological_behavioral	Y	N	N	NA	5.09691	1834
chr6	152285686	152285687	rs2982694	Sudden_cardiac_arrest	Cardiovascular	N	N	N	NA	9.1549	609
chr6	152738753	152738754	rs17082664	Bipolar_disorder	Neurological_behavioral	N	N	N	NA	5.39794	10596
chr6	152738753	152738754	rs17082664	Bipolar_disorder_and_major_depressive_disorder_combined	Neurological_behavioral	N	N	N	NA	6	14052
chr6	152790572	152790573	rs9371601	Bipolar_disorder	Neurological_behavioral	Y	N	Y	Y	6.1549	16731
chr6	152791473	152791474	rs7747960	Bipolar_disorder	Neurological_behavioral	Y	N	Y	Y	5.04576	3625
chr6	152947952	152947953	rs1322512	Tonometry	Cardiovascular	N	N	N	NA	5.09691	1327
chr6	155929800	155929801	rs35229355	Response_to_treatment_for_acute_lymphoblastic_leukemia	Drug_metabolism	N	N	N	NA	5.30103	487
chr6	157441049	157441050	rs9478751	Serum_urate	Serum_metabolites	N	N	Y	Y	5.52288	1017
chr6	158041282	158041283	rs2163287	Response_to_antidepressants-bupropion	Drug_metabolism	N	N	Y	N	5.52288	1439
chr6	159465976	159465977	rs1738074	Celiac_disease	Autoimmune_disease	Y	Y	Y	Y	14.5229	15283
chr6	159465976	159465977	rs1738074	Multiple_sclerosis	Autoimmune_disease	Y	N	Y	Y	14.1549	26621
chr6	159490435	159490436	rs212388	Crohns_disease	Autoimmune_disease	Y	N	Y	Y	10.699	21389
chr6	159490435	159490436	rs212388	Crohns_disease_celiac_disease	Autoimmune_disease	Y	N	Y	Y	10.699	21389
chr6	159646332	159646333	rs365302	Coronary_heart_disease	Cardiovascular	Y	N	N	NA	6.09691	5031
chr6	160137686	160137687	rs4516970	Ferritin	Serum_metabolites	N	N	Y	Y	6	459
chr6	160402704	160402705	rs6917747	Brain_lesion_load	Neurological_behavioral	N	N	Y	Y	5.1549	1674
chr6	160581373	160581374	rs651164	Prostate_cancer	Cancer	Y	Y	Y	Y	8.69897	3748
chr6	160668388	160668389	rs2279463	Creatinine	Serum_metabolites	Y	N	Y	Y	11.2218	67093
chr6	160681392	160681393	rs3127573	Creatinine	Serum_metabolites	Y	N	Y	Y	9.1549	23812
chr6	160741621	160741622	rs3120139	Lipoprotein_A	Serum_metabolites	N	N	N	NA	8.39794	1450
chr6	160789295	160789296	rs402219	Monocyte_early_outgrowth_colony_forming_units	Hematological_parameters	N	N	Y	Y	6.22185	1654
chr6	160824027	160824028	rs2504916	Response_to_hepatitis_C_treatment	Viral_disease	N	N	N	NA	5.69897	707
chr6	160833663	160833664	rs9364554	Prostate_cancer	Cancer	Y	N	Y	Y	9.22185	3748
chr6	160840251	160840252	rs7758229	Colorectal_cancer	Cancer	Y	N	N	NA	8.09691	3481
chr6	160910516	160910517	rs12214416	Lipoprotein_A	Serum_metabolites	N	N	Y	Y	7.30103	1450
chr6	160960358	160960359	rs6919346	Lipoprotein_A	Serum_metabolites	Y	N	N	NA	10.3979	357
chr6	161010117	161010118	rs10455872	Lipoprotein_A	Serum_metabolites	N	N	N	NA	38.301	1450
chr6	161018173	161018174	rs7770628	Lipoprotein_A	Serum_metabolites	N	N	N	NA	9.39794	1200
chr6	161137989	161137990	rs783147	Lipoprotein_A	Serum_metabolites	N	N	N	NA	16.5229	1450
chr6	162001435	162001436	rs992037	Lysine	Serum_metabolites	N	N	N	NA	7	284
chr6	162236074	162236075	rs3016539	Pancreatic_cancer	Cancer	N	N	N	NA	5.1549	6200
chr6	164186676	164186677	rs10945919	Response_to_TNF_antagonist_treatment	Drug_metabolism	N	N	Y	Y	6.52288	89
chr6	164900597	164900598	rs4709845	Major_depressive_disorder	Neurological_behavioral	Y	N	N	NA	5.04576	3230
chr6	166015430	166015431	rs7762160	Conduct_disorder_symptom_count	Neurological_behavioral	N	N	N	NA	6	3963
chr6	167360388	167360389	rs2236313	Vitiligo	Miscellaneous	Y	N	N	NA	16	2546
chr6	167383074	167383075	rs9355610	Graves_disease	Autoimmune_disease	Y	N	Y	Y	9.1549	2958
chr6	167437987	167437988	rs2301436	Crohns_disease	Autoimmune_disease	Y	Y	N	NA	12	8059
chr6	167532792	167532793	rs3093024	Rheumatoid_arthritis	Autoimmune_disease	Y	N	Y	N	18.0969	5683
chr6	167534289	167534290	rs3093023	Rheumatoid_arthritis	Autoimmune_disease	Y	N	Y	Y	10.699	25708
chr6	168941623	168941624	rs13208776	Vitiligo	Miscellaneous	N	N	Y	Y	7.04576	76
chr6	169958981	169958982	rs3734905	HIV_progression	Viral_disease	N	N	Y	Y	5.69897	2362
chr6	170379024	170379025	rs924043	Type_1_diabetes	Diabetes	Y	N	Y	Y	8.09691	26890
chr7	1886534	1886535	rs6952808	Biplolar_disorder_and_schizophrenia	Neurological_behavioral	N	N	Y	Y	5.69897	4234
chr7	1950808	1950809	rs4332037	Bipolar_disorder	Neurological_behavioral	Y	N	Y	Y	5.1549	16731
chr7	2041431	2041432	rs1107592	Biplolar_disorder_and_schizophrenia	Neurological_behavioral	N	N	Y	Y	5.69897	4234
chr7	2763101	2763102	rs798544	Height	Quantitative_traits	Y	N	Y	Y	14.1549	30968
chr7	2789879	2789880	rs798502	Ulcerative_colitis	Autoimmune_disease	Y	N	Y	Y	14.5229	26405
chr7	2795956	2795957	rs798497	Height	Quantitative_traits	N	N	N	NA	6.1549	19633
chr7	2869984	2869985	rs1182188	Height	Quantitative_traits	Y	N	N	NA	8.52288	12611
chr7	3915563	3915564	rs6462411	Thyroid_stimulating_hormone	Serum_metabolites	N	N	N	NA	6	2906
chr7	4411208	4411209	rs10488360	Factor_VII	Serum_metabolites	N	N	N	NA	5.1549	1000
chr7	7268430	7268431	rs10259085	Multiple_sclerosis	Autoimmune_disease	N	N	Y	Y	5.39794	1677
chr7	7883322	7883323	rs7780564	IGF-1	Serum_metabolites	N	N	N	NA	6.39794	10280
chr7	8718079	8718080	rs2349775	Neuroticism	Neurological_behavioral	Y	N	Y	N	5.1549	1227
chr7	8838716	8838717	rs6463843	Brain_imaging	Neurological_behavioral	N	N	N	NA	NA	175
chr7	8998975	8998976	rs17157663	Cholesterol	Serum_metabolites	N	N	N	NA	5.04576	2906
chr7	9266387	9266388	rs1285407	TGF-beta1	Serum_metabolites	N	N	N	NA	6	1200
chr7	9539278	9539279	rs9918508	Hippocampal_atrophy	Aging	N	N	N	NA	5.09691	381
chr7	10149975	10149976	rs7778619	CD40_ligand	Serum_metabolites	N	N	Y	Y	5.52288	1012
chr7	12932048	12932049	rs732577	Sudden_cardiac_arrest	Cardiovascular	N	N	N	NA	5.39794	609
chr7	14445916	14445917	rs6971925	Response_to_treatment_for_acute_lymphoblastic_leukemia	Drug_metabolism	N	N	N	NA	5.52288	487
chr7	15063832	15063833	rs10244051	Blood_glucose	Serum_metabolites	N	N	N	NA	7	4763
chr7	15064308	15064309	rs2191349	Fasting_plasma_glucose	Serum_metabolites	Y	N	N	NA	43.5229	46186
chr7	15064308	15064309	rs2191349	Insulin_resistance	Serum_metabolites	Y	N	N	NA	16.5229	46186
chr7	15742785	15742786	rs10486776	Stroke	Cardiovascular	N	N	N	NA	5.22185	528
chr7	16500141	16500142	rs10270805	Response_to_statin_therapy-chol_sum	Drug_metabolism	N	N	N	NA	5.04576	3928
chr7	17284576	17284577	rs4410790	Caffeine_intake	Drug_metabolism	N	N	Y	Y	18.699	47431
chr7	17287268	17287269	rs6968865	coffee_consumption	Drug_metabolism	Y	N	Y	Y	10.699	6611
chr7	17561582	17561583	rs10499504	Response_to_antipsychotic_therapy_clozapine-total_cholesterol	Drug_metabolism	N	N	Y	Y	6.39794	738
